productid	name	brand	offerid	category	description	price	image	url	availability	shipping	special	expirationdate	oldprice
316	Estampa - Merlot-Cabernet Sauvignon 2003/2005	Vina Estampa	S-7072-05	Rotwein|Chile	Flascheninhalt: 0,75 ltr. Charakter:Fruchtbetontes Bouquet mit Aromen von Vanille und Kaffee, gute Struktur, vollmundig mit leicht süssen Nuancen, anhaltend. Rebsorte: Merlot, Cabernet Sauvignon Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.95	http://www.a-vino.de/images/estampa_merlot_cabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=316	ab Lager	0.00			
317	Estampa - Carmenere-Merlot 2004/2006	Vina Estampa	S-7073-05	Rotwein|Chile	Flascheninhalt: 0,75 ltr. Charakter:Vielschichtiges Bouquet von Holunder, Schokolade und Kräutern, kräftige Aromen, weiche Gerbstoffe, harmonisch. Rebsorte: Carmenere, Merlot Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.95	http://www.a-vino.de/images/estampa_carmenere_merlot.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=317	ab Lager	0.00			
426	Dinastia Vivanco Crianza - 2004	Dinastia Vivanco	A-ES103901	Rotwein|Spanien	10 Monate in amerikanischer und 6 Monate in französischer Limousin-Eiche Flascheninhalt: 0,75 ltr. Charakter: Ein dunkles, brillant-leuchtendes Kirschrot im Glas. Beeindruckendes, reichhaltiges Bukett mit mineralischen Noten und Aromen von reifen Früchten, Vanille und Gewürzen, deutliche Anklänge an neues, perfekt eingebundenes Holz. Vollmundig, körperreich, weiche Tannine, eleganter, facettenreicher, nachhaltiger Abgang. Die Region: Rioja Rebsorte: 100% Tempranillo Das Weingut: Inmitten ihrer in Briones, im Herzen der Rioja Alta, gelegenen Weinberge verwirklichte die Familie Vivanco ihren Traum: Ein Projekt in Gestalt eines weiträumigen, schönen Gebäudes, das über der neuen Kellerei von Dinastía Vivanco errichtet wurde und von Gärten und Weinbergen umgeben ist. Hier entstehen und reifen die Weine, die Ausdruck des Terroirs sind und zugleich die umfangreiche Erfahrung der Familie Vivanco und ihren hohen Anspruch an die Qualität wiederspiegeln. Die Stiftung Dinastía Vivanco, die sich intensiv mit der Forschung im Weinanbau befasst, ist eng mit der Kellerei verbunden. Beide Projekte bringen die tiefgehende Leidenschaft der Familie für den Wein zum Ausdruck, ihren unermüdlichen Drang zu forschen und ihre Kenntnisse über die Arbeit im Weinberg und Keller weiterzugeben. Dazu gehört auch die Vermittlung des reichen historischen und kulturellen Erbes, mit dem der Wein über viele Jahrhunderte so unzertrennbar verbunden ist. Und so ist es nur folgerichtig, dass das Credo der Familie "Wir geben dem Wein das zurück, was er uns gegeben hat." lautet. Mit der Eröffnung des Weinmuseums im Juni 2004 mit weit über 3.000 Exponaten aus unterschiedlichsten Epochen setzt die Familie ihre Philosophie auf beeindruckende Weine um. Die Geschichte der "Wein-Familie" Vivanco lässt sich übrigens bis in das Jahr 1915 zurückverfolgen, als Pedro Vivanco González im traditionsreichen Winzerviertel von Alberite begann, Wein aus seinem eigenen Weinberg zu erzeugen. Heute wird das Unternehmen in dritter und vierter Generation von Pedro Vivanco Paracuellos und seinen Söhnen Santiago und Rafael geführt. Die Trauben für die Weine der Dinastía Vivanco werden aus den 300 ha eigenen Weinbergen selektiert, die zwischen Haro und Briones liegen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	11.65	http://www.a-vino.de/images/dinastia_crianza.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=426	ab Lager	0.00			
324	Camus - Gevrey Chambertin AC- 2000/2003/2005	Domaine Camus	S-1270-05	Rotwein|Frankreich	Domaine Camus Pere & Fils : Gevrey-Chambertin war, ist und bleibt eine Legende Flascheninhalt: 0,75 ltr. Region: Bourgogne Charakter: distinguierter Duft nach Waldbeeren und schwarzen Kirschen, feine Aromen von Waldpilzen und Maronen, faszinierende Frucht, perfekte Harmonie mit den feinen, geschliffenen Tanninen. Das Weingut: Die Domaine Camus war einstmals eine Ölmühle, die bis 1900 betrieben wurde. Der Urgroßvater des heutigen Besitzers begann parallel dazu schon 1880 mit dem Kauf von Weinbergen in den Spitzenlagen von Gevrey Chambertin, von denen über 60 % Grand Cru-Lagen sind. Bis 1930 wurde alles als Faßware verkauft. Ab diesem Zeitpunkt begann der Aufstieg dieses renommierten Weingutes zu einem der legendären Erzeuger von großen Burgundern. Natürlich werden alle Trauben selektiv von Hand gelesen und schonend gepresst, um ein Maxi-mum an Aromastoffen zu erhalten. Das Ergebnis sind farbintensive Weine mit sanften Tanninen, die nach 18-24 Monaten Barrique-Lagerung in Flaschen gefüllt werden. Sie haben ein sehr gutes Alterungspotential, sind aber auch in ihrer Jugend schon wahre Geschmacksexplosionen mit intensiven Fruchtnoten und feinen Tönen von Holz und Vanille. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	33.00	http://www.a-vino.de/images/camus_gevrey.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=324	ab Lager	0.00			
327	Camus - Chambertin - Grand Cru AC - 1999 / 2000	Domaine Camus	S-1272-99 -00	Rotwein|Frankreich	Absolute Rarität, dieser Wein. Verfügbarkeit nur auf Anfrage Flascheninhalt: 0,75 ltr. Region: Bourgogne Charakter: kräftiger Duft nach Backpflaumen, geröstetem Brot und Kastanien, sehr gut strukturiert, zarte Raucharomen, feinnerviger Nachhall Das Weingut: Die Domaine Camus war einstmals eine Ölmühle, die bis 1900 betrieben wurde. Der Urgroßvater des heutigen Besitzers begann parallel dazu schon 1880 mit dem Kauf von Weinbergen in den Spitzenlagen von Gevrey Chambertin, von denen über 60 % Grand Cru-Lagen sind. Bis 1930 wurde alles als Faßware verkauft. Ab diesem Zeitpunkt begann der Aufstieg dieses renommierten Weingutes zu einem der legendären Erzeuger von großen Burgundern. Natürlich werden alle Trauben selektiv von Hand gelesen und schonend gepresst, um ein Maxi-mum an Aromastoffen zu erhalten. Das Ergebnis sind farbintensive Weine mit sanften Tanninen, die nach 18-24 Monaten Barrique-Lagerung in Flaschen gefüllt werden. Sie haben ein sehr gutes Alterungspotential, sind aber auch in ihrer Jugend schon wahre Geschmacksexplosionen mit intensiven Fruchtnoten und feinen Tönen von Holz und Vanille. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	72.00	http://www.a-vino.de/images/camus_chambertin.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=327	ab Lager	0.00			
325	Meo Camuzet - Clos de Vougeot - Grand Cru AC - 2000	Meo Camuzet	S-1360-00	Rotwein|Frankreich	Rarität: Verfügbarkeit nur auf Anfrage Flascheninhalt: 0,75 ltr. Region: Bourgogne Charakter: üppiger Brombeer- und Feigenduft mit zarter Zimtnote, satte Füll mit etwas Fruchtsüße, grandioses Fruchtspiel, enormer Nachhall Das Weingut: Die Domaine Méo Camuzet gehört zu den ganz großen der Côtes de Nuits mit besten Lagen in Vosne Romanée und Nuits St. Georges. Jean-Nicolas Méo hatte das große Glück, daß er zusammen mit dem großen Weinmacher, Henri Jayer, seine schon sehr profunden Kenntnisse erweitern und ausbauen konnte. Kompro-misslos ist das Stichwort, wenn es um die Pflege der alten Rebstöcke, die handverlesene Ernte und das vollständige Entrappen der Beeren vor der Maischegärung geht. Das sind die Voraussetzungen für große Bur-gunder von Weltklasse. In Spitzenjahren erreichen die Dorflagen von Vosne Romaneé ohne weiteres das Niveau von Premier- und Grand Cru-Weinen. Die Weine zeichnen sich durch ihren außerordentlichen Charak-ter, konzentrierte und tiefe Struktur sowie eine großartige Finesse aus. Sie haben eine Tiefe und Nachhaltig-keit, wie man sie nur bei wenigen Burgundern findet und sind durch ihre große Harmonie und Fülle einfach köstlich und einmalig. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	151.00	http://www.a-vino.de/images/camuzet_clos.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=325	ab Lager	0.00			
328	Camus - Latricieres Chambertin - Grand Cru AC- 2000	Domaine Camus	S-1271-00	Rotwein|Frankreich	Domaine Camus Pere & Fils Eine Rarität: Limitierter Wein, Verfügbarkeit nur auf Anfrage Flascheninhalt: 0,75 ltr. Region: Bourgogne Charakter: sattes Bouquet von Preiselbeeren und Schattenmorellen, leichte Cassisfrucht mit feinwürzigen Akzenten, Vanille und Zimt, kräftiger Abgang Das Weingut: Die Domaine Camus war einstmals eine Ölmühle, die bis 1900 betrieben wurde. Der Urgroßvater des heutigen Besitzers begann parallel dazu schon 1880 mit dem Kauf von Weinbergen in den Spitzenlagen von Gevrey Chambertin, von denen über 60 % Grand Cru-Lagen sind. Bis 1930 wurde alles als Faßware verkauft. Ab diesem Zeitpunkt begann der Aufstieg dieses renommierten Weingutes zu einem der legendären Erzeuger von großen Burgundern. Natürlich werden alle Trauben selektiv von Hand gelesen und schonend gepresst, um ein Maxi-mum an Aromastoffen zu erhalten. Das Ergebnis sind farbintensive Weine mit sanften Tanninen, die nach 18-24 Monaten Barrique-Lagerung in Flaschen gefüllt werden. Sie haben ein sehr gutes Alterungspotential, sind aber auch in ihrer Jugend schon wahre Geschmacksexplosionen mit intensiven Fruchtnoten und feinen Tönen von Holz und Vanille. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	42.00	http://www.a-vino.de/images/camus_chambertin.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=328	ab Lager	0.00			
330	Guigal - Crozes Hermitage AC - 2004	E.Guigal	S-1627-04	Rotwein|Frankreich	Guigal ist mit Sicherheit einer der größten Namen aus den Rhone-Tal aber mit diesem Wein schreibt er Geschichte! Flascheninhalt: 0,75 ltr. Charakter: volles Bouquet, würzige Fruchtnuancen mit Tiefe, viel Charakter Die Region: Rhone Das Weingut: Als der Vater von Marcel Guigal 1946 das heute zu den bedeutendsten Weingütern der Rhône gehörende Unternehmen gründete, konnte er nicht ahnen, dass für seine spektakulären Crus der COTE ROTIE einmal Preise wie für die Premiers Grands Crus Classés aus Bordeaux bezahlt werden und die Nachfrage immer größer ist als die vorhandene Menge. "LA MOULINE", "LA TURQUE" und "LA LANDONNE" sind Namen, die selbst Robert Parker regelmäßig zu philosophischen Beifallsbekundungen animieren und die Punkteleiter in die Höhe schnellen lässt. Und, wie Marcel Guigal immer wieder betont: "Warten können, ist das Geheimnis des Côte-Rôtie". Erst nach 6-10 Jahren entdeckt man sein ganzes Potential, seine unglaubliche Fülle und Konzentration. Nun, die Palette von Marcel und Philippe Guigal besteht nicht nur aus unbezahlbaren und raren Crus, sondern auch aus köstlichen Weinen aus allen Appellationen der Rhône. Die Etiketten sind nicht schön und wohl auch nicht von Designern kreiert, aber sie fallen auf und sind unverkennbar: GUIGAL!. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	13.50	http://www.a-vino.de/images/guigal_hermitage.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=330	ab Lager	0.00			
329	Guigal - Cotes du Rhone 2005	E.Guigal	S-1625-05	Rotwein|Frankreich	Was soll man hierzu sagen, halt ein Guigal. Man gönnt sich ja sonst nichts Flascheninhalt: 0,75 ltr. Charakter: Intensive Aromen von Erdbeere, Himbeere und Cassis, würzige Noten von Pfeffer, Vanille und Süßholz. Ein Wein, der eher durch seinen zarten und verführerischen Charakter begeistert als durch seine kraftvolle Note Rebsorte: 50% Grenache, 25% Mourvèdre und 25% Syrah Auszeichnungen: 82 Punkte: Parker über den 2000er: „...One of the best values in the marketplace...“ Region: Rhone Das Weingut: Als der Vater von Marcel Guigal 1946 das heute zu den bedeutendsten Weingütern der Rhône gehörende Unternehmen gründete, konnte er nicht ahnen, dass für seine spektakulären Crus der COTE ROTIE einmal Preise wie für die Premiers Grands Crus Classés aus Bordeaux bezahlt werden und die Nachfrage immer größer ist als die vorhandene Menge. "LA MOULINE", "LA TURQUE" und "LA LANDONNE" sind Namen, die selbst Robert Parker regelmäßig zu philosophischen Beifallsbekundungen animieren und die Punkteleiter in die Höhe schnellen lässt. Und, wie Marcel Guigal immer wieder betont: "Warten können, ist das Geheimnis des Côte-Rôtie". Erst nach 6-10 Jahren entdeckt man sein ganzes Potential, seine unglaubliche Fülle und Konzentration. Nun, die Palette von Marcel und Philippe Guigal besteht nicht nur aus unbezahlbaren und raren Crus, sondern auch aus köstlichen Weinen aus allen Appellationen der Rhône. Die Etiketten sind nicht schön und wohl auch nicht von Designern kreiert, aber sie fallen auf und sind unverkennbar: GUIGAL!. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.70	http://www.a-vino.de/images/Guigal-Cotes-du-Rhone.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=329	ab Lager	0.00			
331	Guigal - Gigondas AC - 2004	E.Guigal	S-1628-03	Rotwein|Frankreich	Die Gigondas sind oft kräftige, strukturierte Weine. Guigal hat eine Note an Feinheit und Zartheit dazu gegeben, um sie noch zugänglicher zu machen. Flascheninhalt: 0,75 ltr. Charakter: kräftiges, nach schwarzen Beeren duftendes Bouquet mit Nuancen von Pfeffer und wilden Kräutern, satter, voller Körper, ausdrucksstark Die Region: Rhone Das Weingut: Als der Vater von Marcel Guigal 1946 das heute zu den bedeutendsten Weingütern der Rhône gehörende Unternehmen gründete, konnte er nicht ahnen, dass für seine spektakulären Crus der COTE ROTIE einmal Preise wie für die Premiers Grands Crus Classés aus Bordeaux bezahlt werden und die Nachfrage immer größer ist als die vorhandene Menge. "LA MOULINE", "LA TURQUE" und "LA LANDONNE" sind Namen, die selbst Robert Parker regelmäßig zu philosophischen Beifallsbekundungen animieren und die Punkteleiter in die Höhe schnellen lässt. Und, wie Marcel Guigal immer wieder betont: "Warten können, ist das Geheimnis des Côte-Rôtie". Erst nach 6-10 Jahren entdeckt man sein ganzes Potential, seine unglaubliche Fülle und Konzentration. Nun, die Palette von Marcel und Philippe Guigal besteht nicht nur aus unbezahlbaren und raren Crus, sondern auch aus köstlichen Weinen aus allen Appellationen der Rhône. Die Etiketten sind nicht schön und wohl auch nicht von Designern kreiert, aber sie fallen auf und sind unverkennbar: GUIGAL!. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	16.25	http://www.a-vino.de/images/guigal_gigondas.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=331	ab Lager	0.00			
332	Guigal - Chateauneuf du Pape Rouge AC - 2003	E.Guigal	S-1629-03	Rotwein|Frankreich	Ein im Eichenfässle gross gezogenenr, eleganter und feiner Châteauneuf du Pape. Flascheninhalt: 0,75 ltr. Charakter: intensive Düfte nach reifen Brombeeren, Hauch von Thymian und Zimt, kräftige, dunkelrote Farbe, schöne Struktur, viel Potential Rebsorte: Vieux Grenache, Mourvèdre, Syrah Die Region: Rhone Das Weingut: Als der Vater von Marcel Guigal 1946 das heute zu den bedeutendsten Weingütern der Rhône gehörende Unternehmen gründete, konnte er nicht ahnen, dass für seine spektakulären Crus der COTE ROTIE einmal Preise wie für die Premiers Grands Crus Classés aus Bordeaux bezahlt werden und die Nachfrage immer größer ist als die vorhandene Menge. "LA MOULINE", "LA TURQUE" und "LA LANDONNE" sind Namen, die selbst Robert Parker regelmäßig zu philosophischen Beifallsbekundungen animieren und die Punkteleiter in die Höhe schnellen lässt. Und, wie Marcel Guigal immer wieder betont: "Warten können, ist das Geheimnis des Côte-Rôtie". Erst nach 6-10 Jahren entdeckt man sein ganzes Potential, seine unglaubliche Fülle und Konzentration. Nun, die Palette von Marcel und Philippe Guigal besteht nicht nur aus unbezahlbaren und raren Crus, sondern auch aus köstlichen Weinen aus allen Appellationen der Rhône. Die Etiketten sind nicht schön und wohl auch nicht von Designern kreiert, aber sie fallen auf und sind unverkennbar: GUIGAL!. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	27.50	http://www.a-vino.de/images/guigal_chateauneuf.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=332	ab Lager	0.00			
333	Guigal - Cote Rotie " Brune et Blonde " AC - 2003	E.Guigal	S-1630-03	Rotwein|Frankreich	Limitierter Wein: Verfügbarkeit auf Anfrage Die wohl vollkommenste Vereinigung der roten Rebsorte Syrah mit ein wenig Viognier. Flascheninhalt: 0,75 ltr. Charakter: ausladendes Bouquet von wilden Beerenfrüchten, frischen Waldpilzen und Kaffee, enormes Fruchtpotential, herrlich ausgewogener Geschmack Die Region: Rhone Das Weingut: Als der Vater von Marcel Guigal 1946 das heute zu den bedeutendsten Weingütern der Rhône gehörende Unternehmen gründete, konnte er nicht ahnen, dass für seine spektakulären Crus der COTE ROTIE einmal Preise wie für die Premiers Grands Crus Classés aus Bordeaux bezahlt werden und die Nachfrage immer größer ist als die vorhandene Menge. "LA MOULINE", "LA TURQUE" und "LA LANDONNE" sind Namen, die selbst Robert Parker regelmäßig zu philosophischen Beifallsbekundungen animieren und die Punkteleiter in die Höhe schnellen lässt. Und, wie Marcel Guigal immer wieder betont: "Warten können, ist das Geheimnis des Côte-Rôtie". Erst nach 6-10 Jahren entdeckt man sein ganzes Potential, seine unglaubliche Fülle und Konzentration. Nun, die Palette von Marcel und Philippe Guigal besteht nicht nur aus unbezahlbaren und raren Crus, sondern auch aus köstlichen Weinen aus allen Appellationen der Rhône. Die Etiketten sind nicht schön und wohl auch nicht von Designern kreiert, aber sie fallen auf und sind unverkennbar: GUIGAL!. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	49.00	http://www.a-vino.de/images/guigal_cote_rotie.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=333	ab Lager	0.00			
